corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,duo_duo_acc_ema
glass_blur/s5,128.0,0.3949725925922394,0.07553725689649582,0.3949725925922394,0.07553725689649582,0.28125,0.1953125,3.567586898803711,6.26356840133667,0.28125
glass_blur/s5,256.0,0.3306620121002197,0.0572616308927536,0.3832797597755085,0.07221441580490633,0.25284090909090906,0.1796875,3.617774963378906,6.289967927065762,0.25284090909090906
glass_blur/s5,384.0,0.41763630509376526,0.0701928436756134,0.38952640437882785,0.07184685723594397,0.2551652892561983,0.17826704545454544,3.569613023237748,6.293698283266429,0.2551652892561983
glass_blur/s5,512.0,0.40296903252601624,0.08178092539310455,0.39197051858740756,0.0736530514463368,0.24996478211870768,0.18562758264462806,3.5376581633386524,6.283299076745243,0.24996478211870768
glass_blur/s5,640.0,0.3560188114643097,0.06874807178974152,0.3854338445650261,0.07276123696331947,0.24002800355166992,0.18454756761833202,3.58671509279155,6.289054655098912,0.24002800355166992
glass_blur/s5,768.0,0.3994556665420532,0.07157263159751892,0.38798326674266737,0.07254512689681028,0.22905700290591174,0.18224346441499892,3.5554281829704744,6.289999005250495,0.22905700290591174
glass_blur/s5,896.0,0.3644871413707733,0.06282880157232285,0.38371124394777756,0.07077852229235802,0.23002391146847323,0.16899465270318093,3.572470835033593,6.299973398760525,0.23002391146847323
glass_blur/s5,1024.0,0.40813523530960083,0.07025004178285599,0.3881519696499272,0.07068243492699401,0.22513320029238718,0.16951835221169348,3.5266609716281594,6.29623726577832,0.22513320029238718
glass_blur/s5,1152.0,0.3797457814216614,0.0744653195142746,0.3866235717902425,0.07137023212468138,0.22397261842104405,0.1727877427186583,3.5245462326460504,6.292374834997602,0.22397261842104405
glass_blur/s5,1280.0,0.42114630341529846,0.06954749673604965,0.3929004320857072,0.07103882569038471,0.22302305143539966,0.1655195167698113,3.4673928186232468,6.290444470738671,0.22302305143539966
glass_blur/s5,1408.0,0.42204269766807556,0.07895921170711517,0.39819902582795597,0.0724788958752448,0.215143860265327,0.16099324099348197,3.436784183296395,6.278584385971022,0.215143860265327
glass_blur/s5,1536.0,0.39010924100875854,0.07662418484687805,0.3967281558608291,0.07323258477917811,0.21579952203526753,0.15871037899466706,3.4347299407662306,6.26964344630983,0.21579952203526753
glass_blur/s5,1664.0,0.4537595212459564,0.08106811344623566,0.4070974950217613,0.07465722635500675,0.22769960893794616,0.16536531008654579,3.391006291243815,6.257865803217453,0.22769960893794616
glass_blur/s5,1792.0,0.4316878616809845,0.07765461504459381,0.4115684707779837,0.07520220611674985,0.2289133164037741,0.17223070825262835,3.34672635820783,6.250724014999294,0.2289133164037741
glass_blur/s5,1920.0,0.4401024281978607,0.10133002698421478,0.41675646303614317,0.07995271900174347,0.2398495316030879,0.17926830675215047,3.294732825544288,6.220965616292702,0.2398495316030879
glass_blur/s5,2048.0,0.4376346468925476,0.08226870000362396,0.4205524964645803,0.08037380645663084,0.25163825312979915,0.17082179643357764,3.246410058238406,6.214961500915841,0.25163825312979915
glass_blur/s5,2176.0,0.5054112672805786,0.0812787413597107,0.4359813638856709,0.08053834007537262,0.2598631161971084,0.1752746516274726,3.151982746041606,6.209279601102218,0.2598631161971084
glass_blur/s5,2304.0,0.4605135917663574,0.09058623015880585,0.44044176895488657,0.0823652291814514,0.2651720950703614,0.17323607860429574,3.1071757523987427,6.191082009666463,0.2651720950703614
glass_blur/s5,2432.0,0.447273850440979,0.09182564914226532,0.4416839655887216,0.084085305537963,0.2567317141484775,0.17298860976715105,3.097081470118902,6.176768917110806,0.2567317141484775
glass_blur/s5,2560.0,0.4864107072353363,0.08835595846176147,0.44981610043356063,0.08486178788774454,0.26118958430329975,0.17562704435494175,3.043464981122674,6.171009392847185,0.26118958430329975
glass_blur/s5,2688.0,0.4797417223453522,0.0969884991645813,0.4552571225993409,0.08706664448353303,0.25773465988451794,0.1763653090176796,3.0305164531717472,6.1506611309075065,0.25773465988451794
glass_blur/s5,2816.0,0.4545900523662567,0.10017524659633636,0.4551358371024165,0.08945002668586091,0.2520669944509692,0.1755488891962833,3.056057876553029,6.131825864447006,0.2520669944509692
glass_blur/s5,2944.0,0.4986717104911804,0.0971844494342804,0.4630514504458281,0.09085628536739172,0.2616343590962475,0.1720400002515045,2.9966795223999214,6.116359531987402,0.2616343590962475
glass_blur/s5,3072.0,0.46197274327278137,0.10732726752758026,0.4628553218689105,0.09385100939651692,0.2580985665332934,0.17201000020577642,2.9929855122930507,6.094203282574654,0.2580985665332934
glass_blur/s5,3200.0,0.4839595556259155,0.1047949492931366,0.46669245527927505,0.09584081665044776,0.2594670089817855,0.1705650001683625,2.9356031408174497,6.077976201756304,0.2594670089817855
glass_blur/s5,3328.0,0.5013692378997803,0.10503778606653214,0.4729973248466396,0.09751299290791764,0.27052982553055177,0.18074636377411477,2.8878008227671,6.061170990995525,0.27052982553055177
glass_blur/s5,3456.0,0.5010421872138977,0.11854472756385803,0.4780963907315956,0.10133694466354316,0.2767403117977242,0.18055384308791206,2.830073072243128,6.032292443837869,0.2767403117977242
