corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,duo_duo_acc_ema
contrast/s5,128.0,0.059917669743299484,0.08121124655008316,0.059917669743299484,0.08121124655008316,0.1484375,0.1796875,5.94953727722168,6.206437110900879,0.2578125
contrast/s5,256.0,0.05675387382507324,0.07950624823570251,0.0593424341218038,0.0809012468565594,0.14701704545454544,0.18110795454545453,5.953941345214844,6.20766917142001,0.25071022727272724
contrast/s5,384.0,0.0741250067949295,0.08422336727380753,0.06203017460782665,0.08150526875060451,0.15579803719008262,0.1993155991735537,5.9304162805730645,6.206962254421769,0.2647856404958677
contrast/s5,512.0,0.08229988813400269,0.09417203813791275,0.06571557706713138,0.0838083177301151,0.17292566679188576,0.20000821750563483,5.904038831222155,6.189863194208409,0.28624506949661904
contrast/s5,640.0,0.08346045762300491,0.08322211354970932,0.0689419189863811,0.0837017351518595,0.17273463646608833,0.20625672341370122,5.874453179913297,6.187993040828054,0.29812096595177917
contrast/s5,768.0,0.08521046489477158,0.08967399597167969,0.07189983642427028,0.08478760075546316,0.1782601571086177,0.2085282282475737,5.845866425100403,6.178879037077977,0.3007353357787284
contrast/s5,896.0,0.08529491722583771,0.08782186359167099,0.0743353056609189,0.08533928490750094,0.1913037649070508,0.20754582311165118,5.832314932831393,6.172965603451095,0.3128175474553232
contrast/s5,1024.0,0.10725892335176468,0.08887456357479095,0.0803214179683454,0.08598206284700821,0.19771444401485974,0.2110034007277146,5.789343935106233,6.165841035447469,0.3241234479179917
contrast/s5,1152.0,0.09812018275260925,0.10033859312534332,0.08355755702002973,0.08859234107943278,0.1986981814667034,0.20957096423176647,5.762308290211207,6.149594252002741,0.3234305482965386
contrast/s5,1280.0,0.11822336167097092,0.10072210431098938,0.08986043059292811,0.09079775257607943,0.19240078483639367,0.20839897073508162,5.720808688029251,6.125074081550271,0.31292044860625884
contrast/s5,1408.0,0.12556155025959015,0.1065785363316536,0.09635154325959393,0.09366698598618382,0.2057142785025039,0.21596279423779402,5.671748613680982,6.096918029891007,0.32136673067784816
contrast/s5,1536.0,0.1414835900068283,0.09273919463157654,0.10455736994090926,0.0934982966489825,0.21234577332023044,0.217890013467286,5.614441027992625,6.094439184102051,0.31549323419096664
contrast/s5,1664.0,0.152450829744339,0.10922788083553314,0.11326527172335103,0.09635822104653716,0.2163510872620067,0.22656910192777946,5.539702418788178,6.06795839458647,0.30784673706533633
contrast/s5,1792.0,0.17357562482357025,0.10195700079202652,0.12423079046884544,0.09737618100026249,0.20968498048709638,0.22372699248636502,5.460439164538738,6.052490396851376,0.28738596668982064
contrast/s5,1920.0,0.20414236187934875,0.11559545993804932,0.13876016708893696,0.10068877717076918,0.22411725676216976,0.22566299385248045,5.352519218840023,6.021863029941165,0.29053170001894413
contrast/s5,2048.0,0.20120882987976074,0.1067294329404831,0.15011446941454126,0.10178707821980806,0.2359254828054116,0.22724699497021128,5.274674739120618,6.015824529158182,0.29310548183368157
contrast/s5,2176.0,0.23792600631713867,0.11554054915904999,0.16608020339683172,0.10428770929967023,0.23706403138624582,0.24558845043017286,5.170023922767055,6.001983035120455,0.2852681215002849
contrast/s5,2304.0,0.22931884229183197,0.1029210165143013,0.1775781377413772,0.1040392197023304,0.23941602567965564,0.23786782307923232,5.076115958782064,5.995367593532059,0.2802761903184149
contrast/s5,2432.0,0.26015713810920715,0.12555855512619019,0.192592501444619,0.10795182614303218,0.24702220282880916,0.24433503706482643,4.974598217735529,5.963327158823815,0.28471461026052125
