corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,duo_duo_acc_ema
zoom_blur/s5,128.0,0.44664889574050903,0.17486676573753357,0.44664889574050903,0.17486676573753357,0.3125,0.4296875,3.2922565937042236,5.602982044219971,0.3125
zoom_blur/s5,256.0,0.43877261877059937,0.14285409450531006,0.4452168453823436,0.16904628005894745,0.3068181818181818,0.41690340909090906,3.2961761951446533,5.63797226819125,0.3068181818181818
zoom_blur/s5,384.0,0.4581761360168457,0.16429291665554047,0.44757308004316215,0.1681820321674189,0.3192148760330578,0.4249096074380165,3.2788301164453677,5.65279957873762,0.3192148760330578
zoom_blur/s5,512.0,0.4906615614891052,0.17150555551052094,0.4554073493969699,0.16878630913889198,0.32651671675432004,0.4314601333583771,3.217228465829013,5.647609167937314,0.32651671675432004
zoom_blur/s5,640.0,0.44429606199264526,0.1536591649055481,0.4533871153234563,0.16603591927828398,0.33249095007171636,0.42829692729321756,3.2296653229163867,5.66229845202284,0.33249095007171636
zoom_blur/s5,768.0,0.4752296805381775,0.17858201265335083,0.45735849081704194,0.16831702716465977,0.3316971409677679,0.4356520314217235,3.21821940255437,5.643401003287464,0.3316971409677679
zoom_blur/s5,896.0,0.4672898054122925,0.15040694177150726,0.4591641843798147,0.1650606480022684,0.33814993351908285,0.4345675711632283,3.2069612983595808,5.663240055934594,0.33814993351908285
zoom_blur/s5,1024.0,0.4449446201324463,0.17995357513427734,0.45657880906211135,0.16776845293536094,0.33916812742470415,0.43225983095173226,3.212124204938911,5.642074970247533,0.33916812742470415
zoom_blur/s5,1152.0,0.43892744183540344,0.1594303846359253,0.4533694695663463,0.16625244051728172,0.33431937698384884,0.41900804350596277,3.228403278078791,5.6512620783736915,0.33431937698384884
zoom_blur/s5,1280.0,0.46372973918914795,0.1935444474220276,0.4552531549523102,0.17121462359087186,0.3303522175322399,0.41810885377760587,3.227323468072433,5.613155890883961,0.3303522175322399
zoom_blur/s5,1408.0,0.45120227336883545,0.17440861463546753,0.4545166310280421,0.17179534923534379,0.3214245416172872,0.4173731530907684,3.218638020924453,5.600673932418465,0.3214245416172872
zoom_blur/s5,1536.0,0.4619201421737671,0.14555776119232178,0.45586272396362837,0.16702487868206706,0.32264280677778034,0.4196121252560832,3.203841402995362,5.624907617069297,0.32264280677778034
zoom_blur/s5,1664.0,0.5005185604095459,0.18213620781898499,0.4639819669537952,0.16977239307059758,0.31653729645454753,0.4228644661186135,3.15199837484233,5.599434086650891,0.31653729645454753
zoom_blur/s5,1792.0,0.5234176516532898,0.19800631701946259,0.474788455080976,0.17490583378857302,0.3158032425537207,0.42552547227886556,3.075003591978596,5.559025484570278,0.3158032425537207
zoom_blur/s5,1920.0,0.5118788480758667,0.18953216075897217,0.48153216289822887,0.17756516596500924,0.3265662893621351,0.42344129550088994,3.030913456844237,5.539496452901917,0.3265662893621351
zoom_blur/s5,2048.0,0.4917863607406616,0.17687766253948212,0.48339656250594387,0.1774401653421861,0.33963378220538326,0.420315605409819,3.0115681977978728,5.533889882641074,0.33963378220538326
zoom_blur/s5,2176.0,0.5388411283493042,0.2068450152873993,0.49347739265928203,0.1827865016958612,0.35458673089531356,0.4362241316989428,2.9529212787946286,5.497936687315352,0.35458673089531356
zoom_blur/s5,2304.0,0.508360743522644,0.2000930905342102,0.4961834564526205,0.18593315421192463,0.361139143459802,0.45208110775368043,2.925743011604674,5.472359929392159,0.361139143459802
zoom_blur/s5,2432.0,0.5011212229728699,0.22530697286128998,0.4970812321835749,0.19309203032999106,0.36507975373983803,0.4451686336166476,2.9092832164094613,5.427670528056475,0.36507975373983803
zoom_blur/s5,2560.0,0.5526248216629028,0.2112351655960083,0.5071800666343618,0.19639078219653963,0.37540616215077655,0.44519479114089344,2.8644270915437096,5.402669340016288,0.37540616215077655
zoom_blur/s5,2688.0,0.5328536629676819,0.20371824502944946,0.51184799324042,0.1977230481661596,0.36965049630518076,0.43811392002436733,2.8360663342461003,5.390733775476306,0.36965049630518076
zoom_blur/s5,2816.0,0.5520166158676147,0.24689996242523193,0.5191513791726372,0.20666430530417274,0.3819867697042388,0.44510457092902783,2.776892560827598,5.321438228796577,0.3819867697042388
