global_idx,corruption,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l
0,gaussian_noise/s5,0.328125,3.733431577682495,4.421759605407715,0.328125,3.733431577682495,4.421759605407715,0.1640625,5.464189052581787,6.558229923248291,0.1640625,5.464189052581787,6.558229923248291,0.3671875,3.408259391784668,4.144861221313477,0.3671875,3.408259391784668,4.144861221313477,0.5
1,gaussian_noise/s5,0.34375,3.052851915359497,3.0469985008239746,0.3359375,3.393141746520996,3.7343790531158447,0.15625,5.437376976013184,6.5754313468933105,0.16015625,5.450783014297485,6.566830635070801,0.3828125,2.8677868843078613,3.133403778076172,0.375,3.1380231380462646,3.639132499694824,0.5
2,gaussian_noise/s5,0.3359375,3.9205455780029297,2.7485451698303223,0.3359375,3.5689430236816406,3.4057677586873374,0.1015625,5.671841621398926,6.580448150634766,0.140625,5.524469216664632,6.571369806925456,0.3515625,3.613862991333008,2.998427629470825,0.3671875,3.296636422475179,3.4255642096201577,0.5
3,gaussian_noise/s5,0.3125,3.5957841873168945,2.428757667541504,0.330078125,3.575653314590454,3.161515235900879,0.1640625,5.501897811889648,6.521867752075195,0.146484375,5.518826365470886,6.558994293212891,0.34375,3.287477731704712,2.7342143058776855,0.361328125,3.2943467497825623,3.25272673368454,0.5
4,gaussian_noise/s5,0.328125,3.701340436935425,2.2169179916381836,0.3296875,3.6007907390594482,2.97259578704834,0.1484375,5.4008097648620605,6.563597202301025,0.146875,5.495223045349121,6.559914875030517,0.3515625,3.321685314178467,2.5499768257141113,0.359375,3.299814462661743,3.112176752090454,0.5
5,gaussian_noise/s5,0.296875,3.803586959838867,2.1458797454833984,0.32421875,3.6345901091893515,2.8348097801208496,0.1328125,5.617684364318848,6.548070907592773,0.14453125,5.515633265177409,6.5579408804575605,0.34375,3.462435007095337,2.4640064239501953,0.3567708333333333,3.326917886734009,3.0041483640670776,0.5
6,gaussian_noise/s5,0.3046875,3.8296432495117188,1.7355778217315674,0.32142857142857145,3.662454843521118,2.677776643208095,0.1328125,5.585907936096191,6.593979835510254,0.14285714285714285,5.5256725038800925,6.563089302607945,0.34375,3.4425199031829834,2.101346015930176,0.3549107142857143,3.343432460512434,2.8751766000475203,0.5
7,gaussian_noise/s5,0.3125,4.36154842376709,1.792053461074829,0.3203125,3.7498415410518646,2.5670612454414368,0.1171875,5.452032089233398,6.521322727203369,0.1396484375,5.516467452049255,6.557868480682373,0.3359375,3.7992825508117676,2.1446237564086914,0.3525390625,3.4004137217998505,2.7838574945926666,0.5
8,gaussian_noise/s5,0.3515625,3.864392042160034,1.6586214303970337,0.3237847222222222,3.762569374508328,2.466123488214281,0.1796875,5.315949440002441,6.532417297363281,0.1440972222222222,5.494187672932942,6.555040571424696,0.390625,3.4067070484161377,1.9647691249847412,0.3567708333333333,3.4011129803127713,2.6928476757473416,0.5
9,gaussian_noise/s5,0.3359375,4.195394515991211,1.632495403289795,0.325,3.8058518886566164,2.3827606797218324,0.1171875,5.353780746459961,6.495182991027832,0.14140625,5.480146980285644,6.54905481338501,0.359375,3.606020450592041,1.9988665580749512,0.35703125,3.421603727340698,2.6234495639801025,0.5
