duo,corruption,severity,n_samples,n_chunks,win_rate_large,win_rate_small,n_large_win,n_small_win,n_tie,oracle_delta_acc_mean_pp,oracle_delta_acc_median_pp,disagree_rate,acc_large,acc_small,acc_fixed,acc_gate,acc_persample,acc_hard,acc_either
vit_b_16+resnet50,brightness,5,10000,79,0.17647058823529413,0.8235294117647058,12,56,11,7.723496835443037,7.03125,0.31150001287460327,0.6880000233650208,0.7123000025749207,0.751800000667572,0.7618670886075949,0.808899998664856,0.715684335443038,0.7912999987602234
vit_b_16+resnet50,contrast,5,10000,79,0.17333333333333334,0.8266666666666667,13,62,4,9.088212025316455,9.375,0.8907999992370605,0.18529999256134033,0.2240000069141388,0.3197999894618988,0.338310917721519,0.4066999852657318,0.2288370253164557,0.31839999556541443
vit_b_16+resnet50,defocus_blur,5,10000,79,1.0,0.0,79,0,0,5.25118670886076,5.46875,0.8752999901771545,0.3100000023841858,0.14710000157356262,0.33719998598098755,0.3560126582278481,0.42250001430511475,0.3114121835443038,0.36239999532699585
vit_b_16+resnet50,elastic_transform,5,10000,79,0.02564102564102564,0.9743589743589743,2,76,1,8.554193037974683,8.59375,0.636900007724762,0.39149999618530273,0.47440001368522644,0.5178999900817871,0.5410403481012658,0.6065000295639038,0.4759691455696203,0.5615000128746033
vit_b_16+resnet50,fog,5,10000,79,0.0,1.0,0,79,0,7.575158227848101,7.8125,0.5418999791145325,0.47909998893737793,0.5857999920845032,0.6471999883651733,0.657931170886076,0.715499997138977,0.5862341772151899,0.6624000072479248
vit_b_16+resnet50,frost,5,10000,79,0.9620253164556962,0.0379746835443038,76,3,0,9.414556962025317,9.375,0.5759000182151794,0.5217999815940857,0.4578000009059906,0.5794000029563904,0.5960245253164557,0.6599000096321106,0.5230419303797469,0.6171000003814697
vit_b_16+resnet50,gaussian_noise,5,10000,79,1.0,0.0,79,0,0,4.667721518987341,4.6875,0.8561000227928162,0.3517000079154968,0.15860000252723694,0.37560001015663147,0.3947784810126582,0.45660001039505005,0.35195806962025317,0.39890000224113464
vit_b_16+resnet50,glass_blur,5,10000,79,0.9487179487179487,0.05128205128205128,74,4,1,7.199367088607595,7.03125,0.8860999941825867,0.2093999981880188,0.15559999644756317,0.26489999890327454,0.27689873417721517,0.34279999136924744,0.20935522151898733,0.2824000120162964
vit_b_16+resnet50,impulse_noise,5,10000,79,1.0,0.0,79,0,0,4.420490506329114,4.6875,0.8517000079154968,0.3619000017642975,0.1623000055551529,0.37959998846054077,0.40348101265822783,0.46389999985694885,0.3606606012658228,0.4065999984741211
vit_b_16+resnet50,jpeg_compression,5,10000,79,1.0,0.0,78,0,1,8.079509493670885,7.8125,0.6049000024795532,0.5249000191688538,0.40529999136924744,0.5636000037193298,0.5805973101265823,0.6478999853134155,0.5239319620253164,0.6044999957084656
vit_b_16+resnet50,motion_blur,5,10000,79,0.7972972972972973,0.20270270270270271,59,15,5,11.244066455696203,11.71875,0.7702000141143799,0.3305000066757202,0.3052000105381012,0.42559999227523804,0.44254351265822783,0.5162000060081482,0.33850870253164556,0.4503999948501587
vit_b_16+resnet50,pixelate,5,10000,79,0.6753246753246753,0.3246753246753247,52,25,2,11.857199367088606,12.5,0.6299999952316284,0.4593999981880188,0.4392000138759613,0.5443999767303467,0.5614121835443038,0.6363999843597412,0.4710245253164557,0.5892000198364258
vit_b_16+resnet50,shot_noise,5,10000,79,1.0,0.0,79,0,0,5.24129746835443,5.46875,0.8580999970436096,0.34049999713897705,0.1656000018119812,0.37290000915527344,0.3895371835443038,0.45750001072883606,0.34088212025316456,0.3935000002384186
vit_b_16+resnet50,snow,5,10000,79,0.05128205128205128,0.9487179487179487,4,74,1,10.126582278481013,10.15625,0.6647999882698059,0.392300009727478,0.45899999141693115,0.5299999713897705,0.5450949367088608,0.6164000034332275,0.46143196202531644,0.5626999735832214
vit_b_16+resnet50,zoom_blur,5,10000,79,0.05063291139240506,0.9493670886075949,4,75,0,10.551819620253164,10.9375,0.7142999768257141,0.33719998598098755,0.4025999903678894,0.46779999136924744,0.48833069620253167,0.5626999735832214,0.4059533227848101,0.5095000267028809
vit_b_16+resnet50,ALL,-,150000,1185,0.5953408110440035,0.40465918895599656,690,469,26,8.066323839662447,7.8125,0.7112333337465923,0.39223333398501076,0.3503200014432271,0.4718466599782308,0.4889240506329114,0.554693333307902,0.42032568565400846,0.5007200022538503
convnext_base+efficientnet_b4,brightness,5,10000,79,0.5342465753424658,0.4657534246575342,39,34,6,8.237737341772151,8.59375,0.3188000023365021,0.7042999863624573,0.7031999826431274,0.753600001335144,0.7680973101265823,0.8184999823570251,0.7205300632911392,0.8027999997138977
convnext_base+efficientnet_b4,contrast,5,10000,79,1.0,0.0,78,0,1,8.959651898734178,8.59375,0.8112000226974487,0.3492000102996826,0.24529999494552612,0.41339999437332153,0.4290941455696203,0.5065000057220459,0.34879351265822783,0.4390999972820282
convnext_base+efficientnet_b4,defocus_blur,5,10000,79,1.0,0.0,79,0,0,5.023734177215189,4.6875,0.9135000109672546,0.23389999568462372,0.1103999987244606,0.26649999618530273,0.28530458860759494,0.35100001096725464,0.23338607594936708,0.2840000092983246
convnext_base+efficientnet_b4,elastic_transform,5,10000,79,0.09210526315789473,0.9078947368421053,7,69,3,9.790348101265822,10.15625,0.7843000292778015,0.27630001306533813,0.3327000141143799,0.392300009727478,0.4243473101265823,0.5012999773025513,0.3353441455696203,0.43320000171661377
convnext_base+efficientnet_b4,fog,5,10000,79,0.0,1.0,0,79,0,6.200553797468354,6.25,0.7512000203132629,0.2825999855995178,0.5386999845504761,0.6007000207901001,0.616495253164557,0.6848000288009644,0.5361946202531646,0.6007000207901001
convnext_base+efficientnet_b4,frost,5,10000,79,0.6883116883116883,0.3116883116883117,53,24,2,11.639636075949367,11.71875,0.6650999784469604,0.4438999891281128,0.41510000824928284,0.545199990272522,0.5589398734177216,0.6298999786376953,0.45174050632911394,0.569599986076355
convnext_base+efficientnet_b4,gaussian_noise,5,10000,79,1.0,0.0,79,0,0,2.6305379746835444,2.34375,0.9381999969482422,0.2554999887943268,0.07159999758005142,0.2662999927997589,0.2872824367088608,0.3416999876499176,0.254746835443038,0.28139999508857727
convnext_base+efficientnet_b4,glass_blur,5,10000,79,0.6,0.4,42,28,9,6.170886075949367,6.25,0.9394999742507935,0.1193000003695488,0.11100000143051147,0.17960000038146973,0.19491693037974683,0.2524000108242035,0.1270767405063291,0.19020000100135803
convnext_base+efficientnet_b4,impulse_noise,5,10000,79,1.0,0.0,79,0,0,4.272151898734177,3.90625,0.9409000277519226,0.2085999995470047,0.08699999749660492,0.24230000376701355,0.2587025316455696,0.3181999921798706,0.20905854430379747,0.251800000667572
convnext_base+efficientnet_b4,jpeg_compression,5,10000,79,1.0,0.0,79,0,0,4.964398734177215,4.6875,0.6920999884605408,0.5616000294685364,0.30399999022483826,0.5763999819755554,0.59375,0.65829998254776,0.5609177215189873,0.6104000210762024
convnext_base+efficientnet_b4,motion_blur,5,10000,79,0.7027027027027027,0.2972972972972973,52,22,5,11.37262658227848,11.71875,0.7935000061988831,0.30469998717308044,0.2858999967575073,0.40209999680519104,0.4205893987341772,0.4964999854564667,0.3147745253164557,0.4269999861717224
convnext_base+efficientnet_b4,pixelate,5,10000,79,1.0,0.0,79,0,0,10.126582278481013,10.15625,0.7177000045776367,0.4442000091075897,0.33640000224113464,0.506600022315979,0.521756329113924,0.6047999858856201,0.4441257911392405,0.5458999872207642
convnext_base+efficientnet_b4,shot_noise,5,10000,79,1.0,0.0,79,0,0,3.0359968354430378,3.125,0.9383999705314636,0.257999986410141,0.07739999890327454,0.2736999988555908,0.29291930379746833,0.3531000018119812,0.25860363924050633,0.28870001435279846
convnext_base+efficientnet_b4,snow,5,10000,79,0.07792207792207792,0.922077922077922,6,71,2,10.61115506329114,10.15625,0.6804999709129333,0.3815000057220459,0.45419999957084656,0.5185999870300293,0.5430181962025317,0.6169000267982483,0.4546083860759494,0.5620999932289124
convnext_base+efficientnet_b4,zoom_blur,5,10000,79,0.06493506493506493,0.935064935064935,5,72,2,10.957278481012658,10.9375,0.734499990940094,0.32030001282691956,0.3790999948978424,0.43130001425743103,0.4653876582278481,0.5460000038146973,0.3817246835443038,0.48910000920295715
convnext_base+efficientnet_b4,ALL,-,150000,1185,0.6545454545454545,0.34545454545454546,756,399,30,7.599551687763713,7.8125,0.7746266663074494,0.34292666663726173,0.29679999748865765,0.4245733340581258,0.44404008438818565,0.5119933307170867,0.3754417194092827,0.45173333485921224
resnet50+efficientnet_b0,brightness,5,10000,79,1.0,0.0,79,0,0,5.7852056962025316,5.46875,0.3596999943256378,0.7123000025749207,0.613099992275238,0.7279000282287598,0.7397151898734177,0.7876999974250793,0.7113330696202531,0.7694000005722046
resnet50+efficientnet_b0,contrast,5,10000,79,1.0,0.0,79,0,0,5.092958860759493,5.46875,0.9193999767303467,0.2240000069141388,0.10790000110864639,0.260699987411499,0.2756131329113924,0.3409000039100647,0.22359572784810128,0.27549999952316284
resnet50+efficientnet_b0,defocus_blur,5,10000,79,0.9746835443037974,0.02531645569620253,77,2,0,5.24129746835443,4.6875,0.9409000277519226,0.14710000157356262,0.0892999991774559,0.18539999425411224,0.20134493670886075,0.26190000772476196,0.1472507911392405,0.2004999965429306
resnet50+efficientnet_b0,elastic_transform,5,10000,79,1.0,0.0,78,0,1,9.394778481012658,9.375,0.6416000127792358,0.47440001368522644,0.3847000002861023,0.5194000005722046,0.5394580696202531,0.6129999756813049,0.4753757911392405,0.567300021648407
resnet50+efficientnet_b0,fog,5,10000,79,1.0,0.0,79,0,0,5.6467563291139244,5.46875,0.6234999895095825,0.5857999920845032,0.374099999666214,0.604200005531311,0.6211431962025317,0.6851000189781189,0.5862341772151899,0.6407999992370605
resnet50+efficientnet_b0,frost,5,10000,79,1.0,0.0,79,0,0,4.12381329113924,3.90625,0.7595000267028809,0.4578000009059906,0.23520000278949738,0.46459999680519104,0.48032041139240506,0.5426999926567078,0.45688291139240506,0.49950000643730164
resnet50+efficientnet_b0,gaussian_noise,5,10000,79,1.0,0.0,79,0,0,1.7503955696202531,1.5625,0.9700999855995178,0.15860000252723694,0.0340999998152256,0.16169999539852142,0.1764240506329114,0.22110000252723694,0.15753560126582278,0.17630000412464142
resnet50+efficientnet_b0,glass_blur,5,10000,79,0.9871794871794872,0.01282051282051282,77,1,1,3.8568037974683542,3.90625,0.9412000179290771,0.15559999644756317,0.07180000096559525,0.18310000002384186,0.1962025316455696,0.25220000743865967,0.15466772151898733,0.19470000267028809
resnet50+efficientnet_b0,impulse_noise,5,10000,79,1.0,0.0,79,0,0,1.8690664556962024,1.5625,0.9674000144004822,0.1623000055551529,0.03579999879002571,0.1679999977350235,0.1842365506329114,0.23149999976158142,0.16119462025316456,0.18119999766349792
resnet50+efficientnet_b0,jpeg_compression,5,10000,79,1.0,0.0,79,0,0,7.0708069620253164,7.03125,0.7390999794006348,0.40529999136924744,0.27320000529289246,0.4422000050544739,0.4555973101265823,0.53329998254776,0.4049643987341772,0.47679999470710754
resnet50+efficientnet_b0,motion_blur,5,10000,79,1.0,0.0,79,0,0,7.466376582278481,7.8125,0.8292999863624573,0.3052000105381012,0.2020999938249588,0.3474000096321106,0.36451740506329117,0.44200000166893005,0.3052808544303797,0.3799999952316284
resnet50+efficientnet_b0,pixelate,5,10000,79,0.9871794871794872,0.01282051282051282,77,1,1,8.662974683544304,8.59375,0.6991000175476074,0.4392000138759613,0.3280999958515167,0.4887000024318695,0.5068235759493671,0.5831999778747559,0.4410601265822785,0.5273000001907349
resnet50+efficientnet_b0,shot_noise,5,10000,79,1.0,0.0,79,0,0,1.8097310126582278,1.5625,0.9661999940872192,0.1656000018119812,0.03750000149011612,0.17710000276565552,0.19135680379746836,0.23409999907016754,0.1651503164556962,0.18389999866485596
resnet50+efficientnet_b0,snow,5,10000,79,0.9873417721518988,0.012658227848101266,78,1,0,5.617088607594937,5.46875,0.729200005531311,0.45899999141693115,0.27160000801086426,0.4756999909877777,0.4910007911392405,0.5611000061035156,0.4567840189873418,0.5152000188827515
resnet50+efficientnet_b0,zoom_blur,5,10000,79,0.9868421052631579,0.013157894736842105,75,1,3,9.078322784810126,9.375,0.7152000069618225,0.4025999903678894,0.3116999864578247,0.4544999897480011,0.4750791139240506,0.5539000034332275,0.40239319620253167,0.49380001425743103
resnet50+efficientnet_b0,ALL,-,150000,1185,0.9949109414758269,0.005089058524173028,1173,6,6,5.497758438818566,5.46875,0.786760002374649,0.3503200014432271,0.22467999905347824,0.37737333377202353,0.39325553797468354,0.4562466651201248,0.34998022151898733,0.40548000335693357
convnext_tiny+swin_t,brightness,5,10000,79,0.8333333333333334,0.16666666666666666,60,12,7,6.2203322784810124,6.25,0.29490000009536743,0.6797000169754028,0.6485000252723694,0.6965000033378601,0.7082674050632911,0.7552000284194946,0.6811708860759493,0.7454000115394592
convnext_tiny+swin_t,contrast,5,10000,79,0.2602739726027397,0.7397260273972602,19,54,6,8.257515822784809,8.59375,0.6550999879837036,0.2955000102519989,0.3172999918460846,0.34139999747276306,0.3615506329113924,0.4284999966621399,0.3251582278481013,0.4066999852657318
convnext_tiny+swin_t,defocus_blur,5,10000,79,0.5285714285714286,0.4714285714285714,37,33,9,5.834651898734177,5.46875,0.6840999722480774,0.20659999549388885,0.2029000073671341,0.22689999639987946,0.24169303797468356,0.29319998621940613,0.21726661392405064,0.2766000032424927
convnext_tiny+swin_t,elastic_transform,5,10000,79,0.7866666666666666,0.21333333333333335,59,16,4,5.68631329113924,5.46875,0.6234999895095825,0.23350000381469727,0.21220000088214874,0.24420000612735748,0.26038370253164556,0.3095000088214874,0.23803401898734178,0.2946999967098236
convnext_tiny+swin_t,fog,5,10000,79,0.0,1.0,0,79,0,7.604825949367089,7.8125,0.6175000071525574,0.3068999946117401,0.4154999852180481,0.4018999934196472,0.4467958860759494,0.5231000185012817,0.4150514240506329,0.49239999055862427
convnext_tiny+swin_t,frost,5,10000,79,0.4594594594594595,0.5405405405405406,34,40,5,8.356408227848101,8.59375,0.5587000250816345,0.4172999858856201,0.4205999970436096,0.4699999988079071,0.4828916139240506,0.5458999872207642,0.4353243670886076,0.5205000042915344
convnext_tiny+swin_t,gaussian_noise,5,10000,79,0.2112676056338028,0.7887323943661971,15,56,8,5.834651898734177,6.25,0.7771000266075134,0.15530000627040863,0.1776999980211258,0.19480000436306,0.21133306962025317,0.26089999079704285,0.18146756329113925,0.23970000445842743
convnext_tiny+swin_t,glass_blur,5,10000,79,0.5,0.5,37,37,5,2.9272151898734178,2.34375,0.7123000025749207,0.10520000010728836,0.10540000349283218,0.1151999980211258,0.12984572784810128,0.15610000491142273,0.11580300632911393,0.1459999978542328
convnext_tiny+swin_t,impulse_noise,5,10000,79,0.42857142857142855,0.5714285714285714,30,40,9,5.270965189873418,5.46875,0.791100025177002,0.13449999690055847,0.1378999948501587,0.16189999878406525,0.17780854430379747,0.22460000216960907,0.1495253164556962,0.20239999890327454
convnext_tiny+swin_t,jpeg_compression,5,10000,79,0.922077922077922,0.07792207792207792,71,6,2,7.58504746835443,7.03125,0.46709999442100525,0.5148000121116638,0.4659999907016754,0.534500002861023,0.5526107594936709,0.6100999712944031,0.514932753164557,0.5910999774932861
convnext_tiny+swin_t,motion_blur,5,10000,79,0.5352112676056338,0.4647887323943662,38,33,8,6.853243670886076,7.03125,0.6779999732971191,0.23980000615119934,0.24009999632835388,0.26919999718666077,0.2837223101265823,0.34459999203681946,0.2567246835443038,0.3246999979019165
convnext_tiny+swin_t,pixelate,5,10000,79,0.8493150684931506,0.1506849315068493,62,11,6,8.188291139240507,7.8125,0.6682000160217285,0.3330000042915344,0.28949999809265137,0.36730000376701355,0.3827136075949367,0.44920000433921814,0.3370253164556962,0.4187000095844269
convnext_tiny+swin_t,shot_noise,5,10000,79,0.5616438356164384,0.4383561643835616,41,32,6,5.5775316455696204,5.46875,0.7835999727249146,0.1597999930381775,0.15710000693798065,0.18449999392032623,0.20164161392405064,0.25110000371932983,0.17236946202531644,0.22789999842643738
convnext_tiny+swin_t,snow,5,10000,79,0.7702702702702703,0.22972972972972974,57,17,5,7.466376582278481,7.8125,0.5861999988555908,0.3452000021934509,0.3206000030040741,0.3698999881744385,0.38469145569620256,0.4478999972343445,0.34879351265822783,0.4253999888896942
convnext_tiny+swin_t,zoom_blur,5,10000,79,0.8933333333333333,0.10666666666666667,67,8,4,6.170886075949367,6.25,0.6317999958992004,0.28200000524520874,0.2476000040769577,0.2980000078678131,0.31408227848101267,0.3646000027656555,0.2846123417721519,0.34459999203681946
convnext_tiny+swin_t,ALL,-,150000,1185,0.5694822888283378,0.4305177111716621,627,474,84,6.5222837552742625,6.25,0.6352799991766612,0.2939400022228559,0.29059333354234695,0.325079999367396,0.342668776371308,0.3976333330074946,0.3115506329113924,0.37711999714374544
convnext_tiny+deit_small,brightness,5,10000,79,0.4305555555555556,0.5694444444444444,31,41,7,6.645569620253164,7.03125,0.2770000100135803,0.6797000169754028,0.6881999969482422,0.7135000228881836,0.7266613924050633,0.7728999853134155,0.6950158227848101,0.7623000144958496
convnext_tiny+deit_small,contrast,5,10000,79,0.0,1.0,0,79,0,6.744462025316455,6.25,0.6549000144004822,0.2955000102519989,0.39480000734329224,0.3702999949455261,0.4272151898734177,0.4916999936103821,0.39527294303797467,0.46230000257492065
convnext_tiny+deit_small,defocus_blur,5,10000,79,0.05263157894736842,0.9473684210526315,4,72,3,5.409414556962025,5.46875,0.7034000158309937,0.20659999549388885,0.26899999380111694,0.2612999975681305,0.2946993670886076,0.34369999170303345,0.2691851265822785,0.32409998774528503
convnext_tiny+deit_small,elastic_transform,5,10000,79,0.012658227848101266,0.9873417721518988,1,78,0,4.113924050632911,3.90625,0.6243000030517578,0.23350000381469727,0.3280999958515167,0.2957000136375427,0.34236550632911394,0.3862999975681305,0.3292128164556962,0.3702999949455261
convnext_tiny+deit_small,fog,5,10000,79,0.0,1.0,0,79,0,5.132515822784811,4.6875,0.6233999729156494,0.3068999946117401,0.5041000247001648,0.42010000348091125,0.5220530063291139,0.5855000019073486,0.5019778481012658,0.5559999942779541
