duo,corruption,severity,n_samples,n_chunks,win_rate_large,win_rate_small,n_large_win,n_small_win,n_tie,oracle_delta_acc_mean_pp,oracle_delta_acc_median_pp,disagree_rate,acc_large,acc_small,acc_fixed,acc_gate,acc_persample,acc_hard,acc_either
convnext_tiny+deit_small,frost,5,10000,79,0.01282051282051282,0.9871794871794872,1,77,1,5.992879746835443,5.46875,0.5400000214576721,0.4172999858856201,0.5227000117301941,0.5108000040054321,0.555379746835443,0.6126000285148621,0.5219541139240507,0.5835000276565552
convnext_tiny+deit_small,gaussian_noise,5,10000,79,0.0,1.0,0,79,0,2.8876582278481013,3.125,0.7842000126838684,0.15530000627040863,0.3273000121116638,0.2572000026702881,0.339003164556962,0.3865000009536743,0.32644382911392406,0.35580000281333923
convnext_tiny+deit_small,glass_blur,5,10000,79,0.05128205128205128,0.9487179487179487,4,74,1,2.9568829113924053,2.34375,0.7457000017166138,0.10520000010728836,0.15029999613761902,0.13729999959468842,0.16356803797468356,0.19609999656677246,0.15001977848101267,0.1808999925851822
convnext_tiny+deit_small,impulse_noise,5,10000,79,0.0,1.0,0,78,1,2.5909810126582276,2.34375,0.7953000068664551,0.13449999690055847,0.32359999418258667,0.24050000309944153,0.3356408227848101,0.37619999051094055,0.3220925632911392,0.3490999937057495
convnext_tiny+deit_small,jpeg_compression,5,10000,79,0.33783783783783783,0.6621621621621622,25,49,5,7.7136075949367084,7.03125,0.42410001158714294,0.5148000121116638,0.5282999873161316,0.5577999949455261,0.5756526898734177,0.6298999786376953,0.5375791139240507,0.6139000058174133
convnext_tiny+deit_small,motion_blur,5,10000,79,0.08333333333333333,0.9166666666666666,6,66,7,6.151107594936709,6.25,0.6705999970436096,0.23980000615119934,0.2937000095844269,0.29120001196861267,0.32288370253164556,0.3781000077724457,0.29727056962025317,0.3571999967098236
convnext_tiny+deit_small,pixelate,5,10000,79,0.20270270270270271,0.7972972972972973,15,59,5,8.573971518987342,8.59375,0.6334999799728394,0.3330000042915344,0.3659000098705292,0.39579999446868896,0.41683148734177217,0.48489999771118164,0.36985759493670883,0.45579999685287476
convnext_tiny+deit_small,shot_noise,5,10000,79,0.0,1.0,0,79,0,3.490901898734177,3.125,0.7692999839782715,0.1597999930381775,0.3003000020980835,0.24860000610351562,0.31408227848101267,0.3625999987125397,0.3004351265822785,0.33559998869895935
convnext_tiny+deit_small,snow,5,10000,79,0.0,1.0,0,79,0,5.943433544303797,6.25,0.5842999815940857,0.3452000021934509,0.44449999928474426,0.42890000343322754,0.4700356012658228,0.52920001745224,0.44373022151898733,0.5038999915122986
convnext_tiny+deit_small,zoom_blur,5,10000,79,0.43478260869565216,0.5652173913043478,30,39,10,7.090585443037975,7.03125,0.6348999738693237,0.28200000524520874,0.28700000047683716,0.3174999952316284,0.3365308544303797,0.3887999951839447,0.2979628164556962,0.36739999055862427
convnext_tiny+deit_small,ALL,-,150000,1185,0.10218340611353711,0.8978165938864628,117,1028,40,5.4291930379746836,5.46875,0.6309933324654897,0.2939400022228559,0.38185333609580996,0.36310000320275626,0.4095068565400844,0.46166666547457375,0.3838673523206751,0.4385399987300237
resnet50+deit_small,brightness,5,10000,79,0.7534246575342466,0.2465753424657534,55,18,6,7.327927215189874,7.03125,0.30630001425743103,0.7123000025749207,0.6881999969482422,0.7487000226974487,0.7615704113924051,0.8090000152587891,0.7173655063291139,0.7904000282287598
resnet50+deit_small,contrast,5,10000,79,0.0,1.0,0,79,0,6.655458860759493,6.25,0.8116000294685364,0.2240000069141388,0.39480000734329224,0.4235000014305115,0.4744857594936709,0.5461999773979187,0.39527294303797467,0.46209999918937683
resnet50+deit_small,defocus_blur,5,10000,79,0.0,1.0,0,79,0,6.2796677215189876,6.25,0.885200023651123,0.14710000157356262,0.26899999380111694,0.3091999888420105,0.3269382911392405,0.39399999380111694,0.26878955696202533,0.3310999870300293
resnet50+deit_small,elastic_transform,5,10000,79,1.0,0.0,79,0,0,6.398338607594936,7.03125,0.6783000230789185,0.47440001368522644,0.3280999958515167,0.48910000920295715,0.5228441455696202,0.5853000283241272,0.4753757911392405,0.5390999913215637
resnet50+deit_small,fog,5,10000,79,0.9736842105263158,0.02631578947368421,74,2,3,8.534414556962025,8.59375,0.5199000239372253,0.5857999920845032,0.5041000247001648,0.65420001745224,0.6639636075949367,0.7226999998092651,0.5867286392405063,0.6718999743461609
resnet50+deit_small,frost,5,10000,79,0.07894736842105263,0.9210526315789473,6,70,3,9.434335443037975,9.375,0.5728999972343445,0.4578000009059906,0.5227000117301941,0.579200029373169,0.5982990506329114,0.6633999943733215,0.5230419303797469,0.6179999709129333
resnet50+deit_small,gaussian_noise,5,10000,79,0.0,1.0,0,79,0,4.944620253164557,4.6875,0.8597999811172485,0.15860000252723694,0.3273000121116638,0.35260000824928284,0.3752966772151899,0.4408999979496002,0.32644382911392406,0.3772999942302704
resnet50+deit_small,glass_blur,5,10000,79,0.5405405405405406,0.4594594594594595,40,34,5,7.327927215189874,7.8125,0.9045000076293945,0.15559999644756317,0.15029999613761902,0.22139999270439148,0.23417721518987342,0.2980000078678131,0.16455696202531644,0.23980000615119934
resnet50+deit_small,impulse_noise,5,10000,79,0.0,1.0,0,79,0,4.90506329113924,4.6875,0.8579999804496765,0.1623000055551529,0.32359999418258667,0.3483000099658966,0.3694620253164557,0.4334999918937683,0.3220925632911392,0.373199999332428
resnet50+deit_small,jpeg_compression,5,10000,79,0.0,1.0,0,79,0,8.03995253164557,7.8125,0.6039000153541565,0.40529999136924744,0.5282999873161316,0.5601000189781189,0.5809928797468354,0.6514000296592712,0.5286787974683544,0.6082000136375427
resnet50+deit_small,motion_blur,5,10000,79,0.6081081081081081,0.3918918918918919,45,29,5,11.253955696202532,11.71875,0.7907999753952026,0.3052000105381012,0.2937000095844269,0.4065999984741211,0.4229628164556962,0.5008000135421753,0.31892800632911394,0.4300000071525574
resnet50+deit_small,pixelate,5,10000,79,0.948051948051948,0.05194805194805195,73,4,2,10.423259493670885,10.15625,0.6794000267982483,0.4392000138759613,0.3659000098705292,0.5027999877929688,0.5224485759493671,0.5976999998092651,0.4420490506329114,0.5461000204086304
resnet50+deit_small,shot_noise,5,10000,79,0.0,1.0,0,79,0,6.012658227848101,6.25,0.8666999936103821,0.1656000018119812,0.3003000020980835,0.3416000008583069,0.356309335443038,0.4242999851703644,0.3004351265822785,0.3610999882221222
resnet50+deit_small,snow,5,10000,79,0.6351351351351351,0.36486486486486486,47,27,5,11.649525316455696,11.71875,0.6295999884605408,0.45899999141693115,0.44449999928474426,0.5530999898910522,0.5652689873417721,0.6377999782562256,0.4688488924050633,0.5863000154495239
resnet50+deit_small,zoom_blur,5,10000,79,1.0,0.0,79,0,0,8.742088607594937,8.59375,0.7451000213623047,0.4025999903678894,0.28700000047683716,0.445499986410141,0.4690466772151899,0.5468000173568726,0.40229430379746833,0.4896000027656555
resnet50+deit_small,ALL,-,150000,1185,0.43079584775086505,0.5692041522491349,498,658,29,7.861946202531646,7.8125,0.7141333401203156,0.3503200014432271,0.38185333609580996,0.46239333748817446,0.48293776371308017,0.5501200020313263,0.4160601265822785,0.4949466665585836
